sentence,video_name,video_path,exists,fps,frames,duration,width,height
you are welcome,welcome (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (4).MP4,True,25.0,66.0,2.64,1920.0,1080.0
you are welcome,welcome (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (5).MP4,True,25.0,82.0,3.28,1920.0,1080.0
you are welcome,welcome.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome.MP4,True,25.0,71.0,2.84,1920.0,1080.0
you can do it,can do (2).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (2).MP4,True,25.0,95.0,3.8,1920.0,1080.0
you can do it,can do (3).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (3).MP4,True,25.0,98.0,3.92,1920.0,1080.0
you can do it,can do (4).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (4).MP4,True,25.0,87.0,3.48,1920.0,1080.0
you can do it,can do (5).MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (5).MP4,True,25.0,85.0,3.4,1920.0,1080.0
you can do it,can do.MP4,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do.MP4,True,25.0,95.0,3.8,1920.0,1080.0
"you do anything, i do not care",care.MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\care.MP4",True,25.0,169.0,6.76,1920.0,1080.0
"you do anything, i do not care",donotcare.MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\donotcare.MP4",True,25.0,133.0,5.32,1920.0,1080.0
"you do anything, i do not care",dont care (2).MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\dont care (2).MP4",True,25.0,150.0,6.0,1920.0,1080.0
"you do anything, i do not care",dont care.MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\dont care.MP4",True,25.0,186.0,7.44,1920.0,1080.0
"you need a medicine, take this one",medicine (2).MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (2).MP4",True,25.0,118.0,4.72,1920.0,1080.0
"you need a medicine, take this one",medicine (3).MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (3).MP4",True,25.0,155.0,6.2,1920.0,1080.0
"you need a medicine, take this one",medicine (4).MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (4).MP4",True,25.0,111.0,4.44,1920.0,1080.0
"you need a medicine, take this one",medicine (5).MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (5).MP4",True,25.0,115.0,4.6,1920.0,1080.0
"you need a medicine, take this one",medicine.MP4,"C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine.MP4",True,25.0,118.0,4.72,1920.0,1080.0
,>>> ,C:\Users\nisho\OneDrive\Desktop\ISL-rec\data\raw\>>> ,False,,,,,
